title,author,first_name,last_name,genre,series,description,publish_date,publisher,ean_isbn,upc_isbn,pages,ddc,cover_style,sprayed_edges,special_ed,first_ed,signed,location
Beauty and the Beast: Belle's Library: A collection of literary quotes and inspirational musings,Brittany Rubiano,Brittany,Rubiano,,,"Disney's Belle is one of the best fictional bookworms around. But what exactly is on her reading list? In this unique literary journal, enjoy inspiring quotes from some of Belle's favorite books, as well as her insightful notes and colorful drawings. Includes a forward by noted Disney screenwriter Linda Woolverton.",2017-01-31,Disney Press,9781484780992,148478099X,208,,hardcover,0,0,0,0,
One Piece: Pirate Recipes,Sanji,Sanji,Sanji,,,"Living the life of a pirate requires hearty meals! The master chef Sanji reveals the recipes that power the Straw Hat crew! Disney Tsum-Tsum Sushi Cookbook The Pokémon Cookbook You can't become King of the Pirates on an empty stomach! Monkey D. Luffy has defeated dozens of rivals, and that kind of success takes a whole lot of energy! Fortunately, the pirate cook Sanji stands by Luffy's side, ready to support his captain with flaming kicks and piping-hot meals! Hearty and filling, Sanji's recipes keep the greatest pirate crew in the world well-fed, and his flashy techniques will take your culinary skills to the next level!",2021-11-23,Viz Media,9781974724468,1974724468,96,,hardcover,0,0,0,0,
The Can't Cook Book: Recipes for the Absolutely Terrified!,Jessica Seinfeld,Jessica,Seinfeld,,,"From the #1 New York Times bestselling author of Deceptively Delicious, an essential collection of more than 100 simple recipes that will transform even the most kitchenphobic &ldquo;Can&rsquo;t Cooks&rdquo; into &ldquo;Can Cooks.&rdquo; Are you smart enough to dodge a telemarketer yet clueless as to how to chop a clove of garlic? Are you clever enough to forward an e-mail but don&rsquo;t know the difference between broiling and baking? Ingenious enough to operate a blow-dryer but not sure how to use your blender? If you are basically competent, then Jessica Seinfeld&rsquo;s The Can&rsquo;t Cook Book is for you. If you find cooking scary or stressful or just boring, Jessica has a calm, confidencebuilding approach to cooking, even for those who&rsquo;ve never followed a recipe or used an oven. Jessica shows you how to prepare deliciously simple food&mdash;from Caesar salad, rice pilaf, and roasted asparagus to lemon salmon, roast chicken, and flourless fudge cake. At the beginning of each dish, she explains up front what the challenge will be, and then shows you exactly how to overcome any hurdles in easy-to-follow, step-by-step instructions. Designed to put the nervous cook at ease, The Can&rsquo;t Cook Book is perfect for anyone who wants to gain confidence in the kitchen&mdash;and, who knows, maybe even master a meal or two.",2013-10-08,Atria Books,9781451662252,1451662254,256,,hardcover,0,0,1,0,
Mary Poppins: Anything Can Happen If You Let It,"Brian Sibley, Michael Lassell",Brian,Sibley,Plays / Theater,n/a,"Two veteran writers collaborate on this fascinating behind-the-scenes account of the journey that took the &ldquo;practically perfect&rdquo; nanny from the pages of P. L. Travers&rsquo;s beloved novels to the stage. Well-known British writer and radio personality Brian Sibley tells Mary Poppins&rsquo;s story, from her obscure origins in Travers&rsquo;s Australian childhood and her progress through the series of books Travers began to write in 1934, to her incarnation by Julie Andrews in one of the most successful Disney films of all time, to her long-awaited landing onstage in London&rsquo;s West End. A long-time friend of Travers and co-writer with her of an unproduced sequel to the film, Sibley offers unique insights into the idiosyncratic author&rsquo;s complex relationship to her heroine, and the decades-long series of proposals and negotiations that finally resulted in Disney Theatrical Productions joining forces with the Cameron Mackintosh Theatrical Group to realize Travers&rsquo;s stories as a spectacular work of musical theater. Sibley&rsquo;s details the entire development process of the show&rsquo;s script, music,&nbsp; choreography, and design, culminating in a glorious opening night on December 15, 2004 in London&rsquo;s Prince Edward&rsquo;s Theatre, as Mary Poppins is met by cheering sold-out houses and critical raves. In the book&rsquo;s second half,&nbsp;Michael Lassell&nbsp;gives a fascinating backstage account of the show&rsquo;s transfer to Broadway, including the show&rsquo;s American casting and important changes to its book, lyrics, and designs, as the creative team strives to &ldquo;plus&rdquo; Poppins to perfection.",2007-12-04,Disney Editions,9780786836574,786836571,192,823.912,hardcover,0,1,1,0,
Whiskey History from Around the World,Greg Sinadinos,Greg,Sinadinos,,,"The history of whiskey is also the history of mankind. Whiskey started with humble beginnings, being distilled throughout the Irish countryside by traveling monks. Since then, it's played a significant role throughout human history. From being used to preserve precious calories from crops, to battlefield antiseptic, to a form of currency, whiskey has been intricately intertwined with our own stories of adversity and triumph. Join Greg Sinadinos, owner and chief writer of the Whiskey Culture blog, as he takes a brief walk throughout the colorful history of his favorite spirit.",2021-03-27,Independently Published,9798729021826,,219,,paperback,0,0,1,1,
Quick Cook Italian,"Hamlyn Publishing Staff, Joy Skipper",Hamlyn,Staff,,,"360 Italian recipes to fit the time you have available. Cook the 10-, 20- or 30-minute version and you'll have delicious results every time - whichever recipe version you use. This versatile collection of 360 recipes is perfect for the busy cook. In this innovative book, you can dial the basic recipe up or down to suit the amount of time you have. Just choose the version that suits you. If you are pressed for time, then the 10-minute option gives you clever short cuts. A few more minutes to spare? Using the 20-minute version, your meal will be on the table in 20 minutes or fewer. Have the time to spend a little longer to add something special? The 30-minute variation is the one you need. Whether you are cooking for hungry kids or feeding a crowd for dinner, the Quick Cook series puts you in the driving seat with a fantastically flexible approach that allows you to cook just what you want, in exactly the time you have available.",2012-10-10,Octopus Publishing Group,9780600625124,600625125,288,,paperback,0,0,1,0,
The Star Wars Cookbook: BB-Ate,"Lara Starr, Matthew Carden (Photographer)",Lara,Starr,,,"Awaken your inner Force with 29 intergalactic breakfast recipes. Fuel up with Hans Soloatmeal, battle hunger with Admiral Ackbars, and so much more! These easy-to-make, mouthwatering recipes feature characters and scenes from Star Wars: The Force Awakensas well as from the upcoming film Star Wars: The Last Jedi. And photographs featuring Star Warsfigurines re-creating epic moments from the films provide an extra helping of humour. Recipes include: C-3POat Pancakes Parfait de Resistance Maz Kanata Frittata Luggabeast of a Quiche Reysin Bread Breakfast Poe'Boy Kanjiklub Sandwiches Breakfast Tako-danas",2018-01-23,Chronicle Books LLC,9781452162980,1452162980,60,,hardcover,0,0,0,0,
The Tourist,Olen Steinhauer,Olen,Steinhauer,,,"Milo Weaver used to be a &ldquo;tourist&rdquo; for the CIA&mdash;an undercover agent with no home, no identity&mdash;but he&rsquo;s since retired from the field to become a middle-level manager at the CIA&rsquo;s New York headquarters. He&rsquo;s acquired a wife, a daughter, and a brownstone in Brooklyn, and he&rsquo;s tried to leave his old life of secrets and lies behind. However, when the arrest of a long-sought-after assassin sets off an investigation into one of Milo&rsquo;s oldest colleagues and exposes new layers of intrigue in his old cases, he has no choice but to go back undercover and find out who&rsquo;s holding the strings once and for all.In The Tourist, Olen Steinhauer---twice nominated for an Edgar Award---tackles an intricate story of betrayal and manipulation, loyalty and risk in an utterly compelling novel that is both thoroughly modern and yet also reminiscent of the espionage genre&rsquo;s luminaries: Len Deighton, Graham Greene, and John LeCarr&eacute;.",2009-03-03,Minotaur Books,9780312369729,312369727,416,,hardcover,0,0,0,0,
Lost in the Never Woods,Aiden Thomas,Aiden,Thomas,,,"When children start to go missing in the local woods, a teen girl must face her fears and a past she can't remember to rescue them in this atmospheric YA novel, Lost in the Never Woods from the author of Cemetery Boys. It’s been five years since Wendy and her two brothers went missing in the woods, but when the town’s children start to disappear, the questions surrounding her brothers’ mysterious circumstances are brought back into the light. Attempting to flee her past, Wendy almost runs over an unconscious boy lying in the middle of the road... Peter, a boy she thought lived only in her stories, asks for Wendy’s help to rescue the missing kids. But, in order to find them, Wendy must confront what’s waiting for her in the woods. Praise for Aiden Thomas and Cemetery Boys: “This stunning debut novel from Thomas is detailed, heart-rending, and immensely romantic.” —Mark Oshiro, author of Anger is a Gift “Aiden Thomas masterfully weaves a tale of family, friendships, and love in a heartwarming adventure full of affirmation and being your best self."" — C.B. Lee, author of Not Your Sidekick",2020-04-21,Swoon Reads,9781250313973,125031397X,320,,hardcover,0,0,1,0,
Wake & Bake: a cookbook,Corinne Tobias,Corinne,Tobias,,,"Wake &amp; Bake: a cookbook is a colorful and silly guide to cooking and baking with cannabis. Inside, you will find more than 50 recipes complete with photos, playful commentary, and simple methods.  This book was designed with novice home cooks in mind. Wake &amp; Bake includes step-by-step guides with photos, using common tools and ingredients, to show you how to make incredible edibles in your own home. There’s also a full tutorial showing you how to make Green Monsta Oil (a cannabis infused coconut oil) so you can feel confident during the entire process.  Wake &amp; Bake features dairy free, gluten free and vegan recipes and a substitution guide for using conventional ingredients. No matter your dietary habits or sensitivities, you can bake using Wake &amp; Bake. So… are you ready to Wake &amp; Bake?",2013-12-13,Wake &amp; Bake Publishing,9780615938127,615938124,102,,paperback,0,0,1,0,
Simon's Cat: Feed Me!,Simon Tofield,Simon,Tofield,,,"Simon's Cat is now bite-sized! A pocket-sized collection of food-themed Simon's Cat cartoons, these adorable snapshots of life with a very demanding cat are selected from the first two Simon's Cat books, with 10 brand new cartoons. In full color for the very first time, the YouTube sensation is back on the page—only smaller and cuter. This cat will do anything to be fed.",2012-05-01,Canongate UK,9780857862778,857862774,80,,paperback,0,0,0,0,
Nevermoor,Jessica Townsend,Jessica,Townsend,,,"A breathtaking, enchanting new series by debut author Jessica Townsend, about a cursed girl who escapes death and finds herself in a magical world--but is then tested beyond her wildest imagination Morrigan Crow is cursed. Having been born on Eventide, the unluckiest day for any child to be born, she's blamed for all local misfortunes, from hailstorms to heart attacks--and, worst of all, the curse means that Morrigan is doomed to die at midnight on her eleventh birthday. But as Morrigan awaits her fate, a strange and remarkable man named Jupiter North appears. Chased by black-smoke hounds and shadowy hunters on horseback, he whisks her away into the safety of a secret, magical city called Nevermoor. It's then that Morrigan discovers Jupiter has chosen her to contend for a place in the city's most prestigious organization: the Wundrous Society. In order to join, she must compete in four difficult and dangerous trials against hundreds of other children, each boasting an extraordinary talent that sets them apart--an extraordinary talent that Morrigan insists she does not have. To stay in the safety of Nevermoor for good, Morrigan will need to find a way to pass the tests--or she'll have to leave the city to confront her deadly fate. Perfect for fans of the Harry Potter series and Neil Gaiman, this fast-paced plot and imaginative world has a fresh new take on magic that will appeal to a new generation of readers.",2017-10-31,"Little, Brown Books for Young Readers",9780316508889,316508888,480,,hardcover,0,0,0,0,
Dancers from Around the World,Rosalba Troiano,Rosalba,Troiano,,,"Dancers from Around the World. Take an exciting journey around the world to meet twelve charming dancers and their dances. You'll learn all about their styles and the secrets that make all the dances special. Welcome! These pages will take you on an exciting journey through the world of dance! From Seville to Buenos Aires, from Vienna to Tokyo and other astonishing cities in between, you will discover twelve essential types of dance and twelve enthusiastic dancers. You will unlock the secrets behind every style and the little things that make them special. Are you ready to fly en pointe on the banks of the Moscow River, kick your legs up in the air near the Eiffel Tower, sway your hips under the Hawaiian moonlight, or breakdance in the heart of Times Square? Take a deep breath and warm up: the music is about to start!",,,9781627951494,1627951490,,,hardcover,0,0,1,0,
One Piece: Shokugeki No Sanji,Yuto Tsukuda,Yuto,Tsukuda,,,,,,,,,,paperback,0,0,1,1,
Trial of the Sun Queen,Nisha J. Tuli,Nisha,Tuli,,"Artefacts of Ouranos, Book 1",,,,,,,,paperback,0,0,1,1,
Rule of the Aurora King,Nisha J. Tuli,Nisha,Tuli,,"Artefacts of Ouranos, Book 2",,,,,,,,paperback,0,0,1,1,
Prof. Alan Turing Decoded,Dermot Turing,Dermot,Turing,,,"Alan Turing was an extraordinary man who crammed into a life of only 42 years the careers of mathematician, codebreaker, computer scientist, and biologist. He is widely regarded as a war hero grossly mistreated by hiscountry, and it has become hard to disentangle the real man from the story. It is easy to cast him as a misfit, the stereotypical professor. But Turing was never a professor, his nickname ""Prof"" was given by his friends at Bletchley Park. Alan Turing’s nephew has taken a fresh look at the influences on Alan Turing’s life and creativity, offering a vibrant and entertaining approach to the life and work of a true genius.",2016-12-01,The History Press,9781841656601,1841656607,288,,paperback,0,0,0,1,
The Beauty and the Beast,Gabrielle-Suzanna Barbot de Villenueve,Gabrielle-Suzanna,Villenueve,,,"MinaLima, the award-winning design studio behind the graphics for the Harry Potter film franchise and the creators of the illustrated Jungle Book and Peter Pan, reimagine the beloved French fairy tale The Beauty and the Beast in this deluxe unabridged edition illustrated with stunning full-color artwork and nine 3-D interactive features—published to coincide with the release of the blockbuster Disney live-action musical film starring Emma Watson, Ian McKellen, Josh Gad, Ewan McGregor, and Emma Thompson.Generations of readers have been bewitched by the epic love story of a beautiful young girl imprisoned in the magical castle of a monstrous beast. Now, the classic fairy tale is brought to life in this spectacular illustrated edition as originally envisioned by Gabrielle-Suzanne Barbot de Villeneuve in 1740. The Beauty and the Beast is packed with specially commissioned, full-color artwork and nine exclusive interactive features, including: a fold-out map of the rich French city where the Merchant (Beauty’s father) and his family reside;a fold out that reveals the interior of the Beast’s enchanted palace;a series of flaps (similar to an Advent calendar) that open to reveal different entertainments; available to Beauty in the Beast’s palace;a dial of the ring Beauty turns on her finger to return to the Beast.This unique gift edition takes readers on a captivating journey through a mystical land filled with enchanting inhabitants. MiniLima’s imaginative artwork, exquisite detail, and engaging design recreate this timeless romantic adventure as never before in a lush unabridged gift edition sure to be cherished for years to come.Disney’s live-action movie musical version of Beauty and the Beast, directed by Bill Condon (Twilight: Breaking Dawn, Dreamgirls), stars Harry Potter alumna Emma Watson as Belle, Dan Stevens as the Beast, Ewan McGregor as Lumiere, Luke Evans as Gaston, Emma Thompson as Mrs. Potts, Ian McKellen as Cogsworth, Josh Gad as Le Fou, Kevin Kline as Maurice, Stanley Tucci as Cadenza, and Audra McDonald as Garderobe.",2017-01-31,Harper Design,9780062456212,62456210,208,,hardcover,0,1,0,0,
Studio Ghibli Cookbook,"Minh-Tri Vo, Lisa Molle-Troyer (Translator)",Minh-Tri,Vo,,,"Create delicious dishes from My Neighbor Totoro, Howl's Moving Castle, and more with this cookbook inspired by the stunning worlds of Studio Ghibli! Whether they offer a moment of family bonding, comfort in difficult situations, or pesky temptations, the kitchen scenes are always of central importance in Studio Ghibli films. Now, with Studio Ghibli: The Unofficial Cookbook, you can recreate more than twenty of these movie-inspired recipes in your own home! Featuring recipes such as the sumptuous bento from My Neighbor Totoro, the herring and pumpkin pie from Kiki's Delivery Service, the red bean buns from Spirited Away, and more, Studio Ghibli: The Unofficial Cookbook is a must-have culinary tribute to Studio Ghibli's greatest masterpieces! 20+ RECIPES: More than 20 Studio Ghibli-inspired recipes, including the red bean buns from Spirited Away, ramen from Ponyo, and more STUNNING IMAGES: Beautiful, full-color photos of the finished dishes help ensure success BRING THE WORLD OF STUDIO GHIBLI INTO YOUR KITCHEN: Discover dishes inspired by acclaimed films such as Howl's Moving Castle, Ponyo, Princess Mononoke, Nausicaä of the Valley of the Wind, and more FOR ALL SKILL LEVELS: Easy-to-follow recipes and everyday ingredients make this the perfect cookbook for beginner and experienced chefs alike PERFECT GIFT FOR STUDIO GHIBLI FANS: Studio Ghibli: The Unofficial Cookbook is a fantastic gift for the Studio Ghibli and Hayao Miyazaki enthusiasts in your life.",2022-10-25,Insight Editions,9781647229122,164722912X,144,,hardcover,0,0,0,0,
The Hollow Plane,Allison Carr Waechter,Allison,Waechter,,"The Aethereals Duology, Book 1",,,,,,,,hardcover,1,1,1,1,
Star Wars Build Your Own: X-Wing,Star Wars,Star,Wars,,,Build your own Starfighter and join the Resistance! This mini construction book features a 32-page guide to Star Wars VIII: The Last Jedi plus all the pieces you will need to build a model!,2018-08-21,SFI Readerlink Dist,9780794442194,794442196,36,,hardcover,0,0,0,0,
The North Wind,Alexandria Warwick,Alexandria,Warwick,,n/a?,,,,,,,,paperback,0,0,0,1,
Leather & Lark,Brynne Weaver,Brynne,Weaver,Romance / Dark,"The Ruinous Love Trilogy, Book 2","Contract killer Lachlan Kane wants a quiet life working in his leather studio and forgetting all about his traumatic past. But when he botches a job for his boss’s biggest client, Lachlan knows he’ll never claw his way out of the underworld. At least, not until songbird Lark Montague offers him a deal: use his skills to hunt down a killer and she’ll find a way to secure his freedom. The catch? He has to marry her first. 
And they can’t stand each other. 
Indie singer-songwriter Lark is the sunshine and glitter that burns through every cloud and clings to every crevice that Lachlan Kane tries to hide inside. The surly older brother of her best friend’s soulmate, Lachlan thinks she’s just a privileged princess, but Lark has plenty of secrets hiding in the shadows of her bright light. With her formidable family in a tailspin and her best friend’s happiness on the line, she’s willing to make a vow to the man she’s determined to hate, no matter how tempting the broody assassin might be. 
As Lachlan and Lark navigate the dark world that binds them together, it becomes impossible to discern their fake marriage from a real one. But it’s not just familiar dangers that haunt them. 
There’s another phantom lurking on their doorstep. 
And this one has come for blood.",2024-06-04,Zando,9781638931799,1638931798,368,FIC WEA,paperback,0,0,1,0,
Butcher & Blackbird,Brynne Weaver,Brynne,Weaver,Romance / Dark,"The Ruinous Love Trilogy, Book 1","The viral TikTok friends-to-lovers dark romantic comedy full of murder, chaos, and sizzling chemistry--unlike anything you've read before--now available in all bookstores When a chance encounter sparks an unlikely bond between rival murderers Sloane and Rowan, they find something elusive--the friendship of two like-minded, pitch-black souls who just happen to enjoy killing other serial killers. From small-town West Virginia to upscale California, and from downtown Boston to rural Texas, the two hunters collide in an annual game of blood and suffering, one that pits them against the most dangerous monsters in the country. But as their friendship develops into something more, the restless ghosts left in their wake are only a few steps behind, ready to claim more than just their newfound love. Can Rowan and Sloane dig themselves out of a game of graves? Or have they finally met their match?",2023-12-12,Zando,9781638931737,1638931739,368,FIC WEA,paperback,0,0,1,0,
Fourth Wing,Rebecca Yarros,Rebecca,Yarros,Fantasy / Romance,"The Empyrean, Book 1","As war grows more deadly, Violet Sorrengail joins the elite Navarre: the dragon riders. But she'll need to keep her wits because once you enter the Basgiath War College, there are only two ways out: graduate or die.",2023-05-02,Entangled: Red Tower Books,9781649374042,1649374046,512,FIC YAR,hardcover,0,0,0,0,
"Fourth Wing (The Empyrean, 1)",Rebecca Yarros,Rebecca,Yarros,Fantasy / Romance,"The Empyrean, Book 1","Twenty-year-old Violet Sorrengail was supposed to enter the Scribe Quadrant, living a quiet life among books and history. Now, the commanding general―also known as her tough-as-talons mother―has ordered Violet to join the hundreds of candidates striving to become the elite of Navarre: dragon riders.. But when you’re smaller than everyone else and your body is brittle, death is only a heartbeat away…because dragons don’t bond to “fragile” humans. They incinerate them.. With fewer dragons willing to bond than cadets, most would kill Violet to better their own chances of success. The rest would kill her just for being her mother’s daughter―like Xaden Riorson, the most powerful and ruthless wingleader in the Riders Quadrant.. She’ll need every edge her wits can give her just to see the next sunrise.. Yet, with every day that passes, the war outside grows more deadly, the kingdom’s protective wards are failing, and the death toll continues to rise. Even worse, Violet begins to suspect leadership is hiding a terrible secret.. Friends, enemies, lovers. Everyone at Basgiath War College has an agenda―because once you enter, there are only two ways out: graduate or die...",2023-11-07,Entangled: Red Tower Books,9781649376169,1649376162,528,FIC YAR,hardcover,1,1,1,0,
Iron Flame,Rebecca Yarros,Rebecca,Yarros,Fantasy / Romance,"The Empyrean, Book 2","Everyone expected Violet Sorrengail to die during her first year at Basgiath War College―Violet included. But Threshing was only the first impossible test meant to weed out the weak-willed, the unworthy, and the unlucky.. Now the real training begins, and Violet’s already wondering how she’ll get through. It’s not just that it’s grueling and maliciously brutal, or even that it’s designed to stretch the riders’ capacity for pain beyond endurance. It’s the new vice commandant, who’s made it his personal mission to teach Violet exactly how powerless she is–unless she betrays the man she loves.. Although Violet’s body might be weaker and frailer than everyone else’s, she still has her wits―and a will of iron. And leadership is forgetting the most important lesson Basgiath has taught her: Dragon riders make their own rules.. But a determination to survive won’t be enough this year.. Because Violet knows the real secret hidden for centuries at Basgiath War College―and nothing, not even dragon fire, may be enough to save them in the end...",2023-11-07,Entangled: Red Tower Books,9781649374172,1649374178,512,FIC YAR,hardcover,1,1,1,0,
Iron Widow,Xiran Jay Zhao,Xiran,Zhao,Fantasy / Science Fiction / Queer,"Iron Widow, Book 1","The boys of Huaxia dream of pairing up with girls to pilot Chrysalises, giant transforming robots that can battle the mecha aliens that lurk beyond the Great Wall. It doesn't matter that the girls often die from the mental strain. When 18-year-old Zetian offers herself up as a concubine-pilot, it's to assassinate the ace male pilot responsible for her sister's death. But she gets her vengeance in a way nobody expected—she kills him through the psychic link between pilots and emerges from the cockpit unscathed. She is labeled an Iron Widow, a much-feared and much-silenced kind of female pilot who can sacrifice boys to power up Chrysalises instead.​ To tame her unnerving yet invaluable mental strength, she is paired up with Li Shimin, the strongest and most controversial male pilot in Huaxia​. But now that Zetian has had a taste of power, she will not cower so easily. She will miss no opportunity to leverage their combined might and infamy to survive attempt after attempt on her life, until she can figure out exactly why the pilot system works in its misogynist way—and stop more girls from being sacrificed.",2021-09-21,Penguin Teen,9780735269934,735269939,400,FIC ZHA,hardcover,0,0,1,0,
Nutcracker: A Coloring Book (Classic Coloring Book),,,,,,"Bring color to the wonderful world of The Nutcracker. Join Clara and the Nutcracker on a magical Christmas journey through the Kingdom of Sweets in Classic Coloring: The Nutcracker. Each page is filled with wonderful scenes and detailed patterns to color. From the battle with the fearsome Mouse King to the enchanting sugarplum fairies, this gorgeous coloring book is sure to entertain children and adults alike as they bring each scene of the holiday classic to life.",2018-09-04,Silver Dolphin Books,9781684123810,168412381X,96,,paperback,0,0,0,0,
Disney Heroes Giant Book to Color ~ It's A Hero Thing,,,,,,,,Creative Edge,9781403783660,1403783667,,,paperback,0,0,0,0,
Beauty and the Beast,Agnese Baruzi,Agnese,Baruzi,,,"After her father plucks a forbidden rose from the Beast’s garden, Belle is forced to come live in his castle. Will she be able to see the man insider the monster—and save him from an evil spell?",2016-11-22,Sterling Children's Books,9781454922414,1454922419,52,,hardcover,0,0,0,0,
Nutella: The 30 best recipes,,,,,,"From irresistible macaroons to tasty cheesecakes, discover&nbsp;new ways of using, cooking and enjoying Nutella&nbsp;with 30 mouthwatering recipes. 30 delicious recipes in a Nutella-shaped book for all the fans of the famous spread:- little individual sweets: from a revisited version of bread with Nutella to Nutella and banana tartlettes- generous Nutella cakes to share: cake roll, Twelfth Night cake or even a Nutella charlotte.- creamy, &lsquo;must have&rsquo; recipes: mousse and little cream- surprising recipes to impress both young and old: macaroons, caramelized hazelnut stuffed truffles, little mango egg rolls",2013-08-20,Jacqui Small LLP,9781909342163,1909342165,64,,hardcover,0,0,1,0,
The History of the Peloponnesian War,Thucydides,Thucydides,,,,,1949,Oxford University Press,n/a,n/a,549,,hardcover,0,0,0,0,
A Court of WIngs and Ruin,Sarah J. Maas,Sarah,Maas,,,,,,,,,,hardcover,0,1,1,0,
The Egyptian Book of the Dead,E. A. Wallis Budge,E. A. ,Budge,,,,,,,,,,hardcover,0,0,1,0,
Ready Player Two,Ernest Cline,Ernest,Cline,,,,,,,,,,hardcover,0,0,1,0,
The Thirteenth Tale,Diane Setterfield,Diane,Setterfield,,,,,,,,,,paperback,0,0,0,0,
The Iron King,Julie Kagawa,Julie,Kagawa,,,,,,,,,,paperback,0,0,0,0,
Winnie-the-Pooh on Management,Roger E. Allen,Roger,Allen,,,,,,,,,,paperback,0,0,0,0,
The Girl in the Clockwork Collar,Kady Cross,Kady,Cross,,,,,,,,,,hardcover,0,0,0,0,
Breath of Fire,Amanda Bouchet,Amanda,Bouchet,,,,,,,,,,paperback,0,0,1,1,
Heart on Fire,Amanda Bouchet,Amanda,Bouchet,,,,,,,,,,paperback,0,0,1,1,
A Deal With the Elf King,Elise Kova,Elise,Kova,,,,,,,,,,paperback,0,0,0,1,
The Games Gods Play,Abigail Owen,Abigail,Owen,,,,,,,,,,hardcover,1,1,1,1,
Spark of the Everflame,Penn Cole,Penn,Cole,,,,,,,,,,hardcover,0,0,1,1,
Bound by Ravens,Jesikah Sundin,Jesikah,Sundin,,,,,,,,,,paperback,0,0,1,1,
A Promise of Fire,Amanda Bouchet,Amanda,Bouchet,,,,,,,,,,paperback,0,0,1,1,
A Curse of Queens,Amanda Bouchet,Amanda,Bouchet,,,,,,,,,,paperback,0,0,0,1,
The Night Market,Jesikah Sundin,Jesikah,Sundin,,,,,,,,,,paperback,0,0,1,1,
Phantasma,Kaylie Smith,Kaylie,Smith,,,,,,,,,,paperback,0,0,1,1,
Jane Austen Classic Coloring,,,#VALUE!,,,,,,,,,,paperback,0,0,1,0,
All the Tides of Fate,Adalyn Grace,Adalyn,Grace,,,,,,,,,,hardcover,0,1,1,1,
Master of Iron,Tricia Levenseller,Tricia,Levenseller,,,,,,,,,,hardcover,0,0,1,0,
Crooked Kingdom,Leigh Bardugo,Leigh,Bardugo,,,,,,,,,,hardcover,1,1,1,0,
Six of Crows,Leigh Bardugo,Leigh,Bardugo,,,,,,,,,,hardcover,1,1,1,1,
Blueberry Hill Kitchen Notebook,Elsie Masterson,Elsie,Masterson,,,,,,,,,,hardcover,0,0,1,0,
Your Blood My Bones,Kelly Andrew,Kelly,Andrew,,,,,,,,,,hardcover,1,1,1,1,
Women in Love,D. H. Lawrence,D. H.,Lawrence,,,,,,,,,,hardcover,0,0,0,0,
Journeys Through Bookland,Charles H Sylvester,Charles,Sylvester,,,,,,,,,,hardcover,0,0,0,0,
Treasure Island,Robert Louis Stevenson,Rober,Stevenson,,,,,,,,,,hardcover,1,1,0,0,
Mark Twain,Mark Twain,Mark,Twain,,,,,,,,,,hardcover,1,0,0,0,
The Night Ends With Fire,K. X. Song,K. X.,Song,,,,,,,,,,hardcover,1,1,1,0,
Dance of Thieve,Mary E. Pearson,Mary,Pearson,,,,,,,,,,hardcover,1,1,1,1,
Vow of Thieves,Mary E. Pearson,Mary,Pearson,,,,,,,,,,hardcover,1,1,1,0,
Fourth Wing,Rebecca Yarros,Rebecca,Yarros,,,,,,,,,,hardcover,1,1,0,0,
A Sleep Like Death,Kalynn Bayron,Kalynn,Bayron,,,,,,,,,,hardcover,1,1,1,0,
Butcher & Blackbird,Brynne Weaver,Brynne,Weaver,,,,,,,,,,hardcover,1,1,1,1,
Throne of Glass,Sarah J. Maas,Sarah,Maas,,,,,,,,,,hardcover,0,1,0,0,
Wild Love,Elsie Silver,Elsie,Silver,,,,,,,,,,hardcover,1,1,1,1,
Bonded by Thorns,Elizabeth Helen,Elizabeth,Helen,,,,,,,,,,hardcover,1,1,1,1,
Flowerheart,Catherine Bakewell,Catherine,Bakewell,,,,,,,,,,hardcover,0,0,1,0,
The Prisoner's Throne,Holly Black,Holly,Black,,,,,,,,,,hardcover,1,1,1,0,
The Stolen Heir,Holly Black,Holly,Black,,,,,,,,,,hardcover,1,1,1,1,
The Prisoner's Throne,Holly Black,Holly,Black,,,,,,,,,,hardcover,0,1,1,1,
When the Moon Hatched,Sarah A. Parker,Sarah,Parker,,,,,,,,,,hardcover,1,1,1,1,
Legends & Lattes,Travis Baldree,Travis,Baldree,,,,,,,,,,hardcover,1,1,1,1,
The Thousand and One Nights,Edward William Lane,Edward,Lane,,,,,,,,,,hardcover,0,1,0,0,
Jabberwocky,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,0,1,0,0,
Through the Looking Glass,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,0,1,0,0,
Ink Exchange,Melissa Marr,Melissa,Marr,,,,,,,,,,paperback,0,0,0,0,
Stalking Jack the Ripper,Kerri Maniscalco,Kerri,Maniscalco,,,,,,,,,,paperback,0,0,1,0,
Blade of Secrets,Tricia Levenseller,Tricia,Levenseller,,,,,,,,,,hardcover,0,0,1,0,
Darker by Four,June CL Tan,June,Tan,,,,,,,,,,hardcover,1,1,1,0,
Alice's Adventures in Wonderland and Other Stories,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,1,1,0,0,
Alice's Adventures in Wonderland and Other Stories,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,1,1,0,0,
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,1,1,0,0,
Alice's Adventures in Wonderland,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,1,1,0,0,
Through the Looking Glass,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,1,1,0,0,
Castle of the Cursed,Romina Garber,Romina,Garber,,,,,,,,,,hardcover,1,1,1,1,
